data,generalisation
please erase everything on my to do list,id
take watering the plants off of my to do list,id
"i just finished taking out my recycling, so cross that off my to do list",id
can you check washing the dishes off on my to do list,id
i need laundry put on my list of tasks to complete,id
please add watering the plants to my current to do list,id
to my domestic task list please add paint kitchen,id
add to my task list get carpet cleaned,id
add clean the bathroom to my task list,id
put clean refrigerator on my spring cleaning to do list,id
on my big project task list please add paint shutters in spring,id
delete my to do list,id
"erase get a haircut from my to do list, please",id
i need to include a stop at the pharmacy to the list of things to do,id
please cross off schedule acupuncture appointment off of the to do list,id
please put my acupuncture appointment on my to list,id
"can you add a trip to the post office to my to do list, please",id
please also list wash laundry on my to do list,id
will you please put remember to drop off at the dry cleaner's to my current to do list,id
would you kindly remove five mile run from my list of things to do,id
"let's go ahead and scratch laundry off my to do list, please!",id
can you delete lunch with david from my to do list,id
put dishes on to do list,id
"on my to do list, add dishes",id
i need to do dishes put it on my to do list,id
add dishes to my list,id
cleaning needs to be on my to do list,id
please add cleaning on my list to do,id
cleaning needs to go on my list of things to do,id
"on my to do list, add cleaning",id
i need to do cleaning so add it to my to do list,id
"on my to do list, i need cleaning added",id
put cleaning on my to do list,id
please put cleaning on my list of things to do,id
add cleaning to my to do list,id
"on my list of things to do, add cleaning",id
can you place laundry on my to do list,id
help remind me that i need to add laundry to my list of housework,id
if you could remind me about doing laundry i would appreciate it,id
please remind me to add laundry to my list of chores,id
add laundry to my list of shit to do,id
add change filters to my to do list,id
add schedule appraiser to my to do list,id
add mop bathroom to my to do list,id
add do laundry to my to do list,id
put buy dog food on my to do list,id
"on my to do list, add exercising",id
remove all items from todo list,id
add grocery shopping to my list of things to do,id
clear out my entire todo list,id
remove laundry from my todo list,id
put laundry on my to do list,id
nix folding laundry from my todo list,id
add washing dishes to my to do list,id
cross volunteering off my todo list,id
take everything off my todo list,id
i no longer need to wash dishes; take it of my list,id
delete everything on my to do list,id
mark down cleaning the bathroom on my list of things to do,id
throw mopping onto my to do list,id
can you remind me to mop later by putting it on my to do list today,id
will you make sure that mopping is on my to do list,id
will you add mopping to my to do list please,id
can you put mopping on my to do list,id
place cleaning the backyard on my list of things to do,id
please put the meeting with carla on my to do list,id
tell me my reminders,id
tell me my current reminders list,id
please read my reminders,id
will you repeat my reminder list,id
check my reminders for mop and floor,id
read my reminder list to me,id
is mop the floor already in my reminders,id
read back the reminder list,id
what's on the reminder list,id
read my reminders to me,id
check my reminders for mop the floor,id
what reminders do i have,id
read what i added to the reminder list,id
can you list each item on my reminder list,id
can you tell me what reminders i've set,id
